kode,nama,ranking,klaster,input,proses,output,outcome,total
071098,Universitas KH. Bahaudin Mudhary Madura,1970,5,0.000,0.000,0.292,0.412,0.196
093207,STIKES Pelita Ibu,1971,5,0.000,0.013,0.027,0.600,0.190
092006,Institut Teknologi dan Bisnis Kalla,1972,5,0.373,0.400,0.024,0.029,0.190
032021,Institut Teknologi Calvin,1973,5,0.442,0.400,0.000,0.000,0.188
143036,STMIK Kreatindo Manokwari,1974,5,0.571,0.296,0.000,0.000,0.188
033213,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Media Nusantara Citra,1975,5,0.223,0.409,0.133,0.020,0.186
123032,Sekolah Tinggi Ilmu Sosial Ilmu Politik Kebangsaan,1976,5,0.429,0.400,0.000,0.000,0.186
143042,Sekolah Tinggi Manajemen Informatika dan Komputer Pesat Nabire,1977,5,0.429,0.400,0.000,0.000,0.186
073102,Sekolah Tinggi Ilmu Ekonomi Pemnas Indonesia,1978,5,0.396,0.400,0.000,0.000,0.179
073054,Sekolah Tinggi Ilmu Ekonomi Wilwatikta,1979,5,0.386,0.400,0.000,0.000,0.177
033189,Sekolah Tinggi Internasional Konservatori Musik Indonesia,1980,5,0.400,0.368,0.000,0.000,0.172
043360,STKIP Sinar Cendekia,1981,5,0.362,0.390,0.002,0.000,0.170
013195,STMIK Citra Mandiri Padangsidimpuan,1982,5,0.357,0.391,0.000,0.000,0.169
143039,Sekolah Tinggi Bio Sains Swadiri,1983,5,0.000,0.400,0.000,0.224,0.167
143011,Sekolah Tinggi Ilmu Ekonomi Ottow & Geissler Serui,1984,5,0.333,0.400,0.000,0.000,0.167
043312,Sekolah Tinggi Bahasa Asing IEC Bekasi,1985,5,0.000,0.660,0.000,0.000,0.165
113074,Sekolah Tinggi Ilmu Hukum Kuala Kapuas,1986,5,0.571,0.189,0.000,0.000,0.162
093204,Sekolah Tinggi Ilmu Kesehatan Surifatri Kotamobagu,1987,5,0.000,0.646,0.000,0.000,0.162
043362,STKIP  La Tansa Mashiro,1988,5,0.219,0.377,0.093,0.000,0.161
133052,Sekolah Tinggi Ilmu Hukum Al-Banna,1989,5,0.029,0.600,0.000,0.000,0.156
073107,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tuban,1990,5,0.015,0.598,0.000,0.000,0.153
043327,STISIP Guna Nusantara,1991,5,0.350,0.326,0.000,0.000,0.151
093038,Sekolah Tinggi Ilmu Ekonomi Pembangunan Indonesia,1992,5,0.255,0.400,0.000,0.000,0.151
023134,Sekolah Tinggi Ilmu Kesehatan Abdurahman Palembang,1993,5,0.250,0.400,0.000,0.000,0.150
013196,Sekolah Tinggi Perikanan dan Kelautan Matauli,1994,5,0.248,0.400,0.000,0.000,0.150
081039,Universitas Bali Dwipa,1995,5,0.243,0.400,0.000,0.000,0.149
061053,Universitas An Nuur,1996,5,0.000,0.000,0.311,0.235,0.148
013198,STIKES As Syifa,1997,5,0.221,0.400,0.014,0.000,0.148
023130,Sekolah Tinggi Ilmu Ekonomi Al-Madani,1998,5,0.000,0.500,0.089,0.000,0.147
063100,STKIP Nahdlatul Ulama Kabupaten Tegal,1999,5,0.000,0.585,0.000,0.000,0.146
013193,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Padang Lawas,2000,5,0.214,0.400,0.000,0.000,0.143
073117,STMIK Cahaya Surya,2001,5,0.700,0.000,0.000,0.000,0.140
103113,STKIP Widyaswara Indonesia,2002,5,0.181,0.400,0.000,0.000,0.136
043104,STMIK Tulus Cendekia,2003,5,0.408,0.218,0.000,0.000,0.136
101031,Universitas Muhammadiyah Jambi,2004,5,0.000,0.400,0.083,0.000,0.121
013207,Sekolah Tinggi Ilmu Kesehatan Sehat Medan,2005,5,0.069,0.400,0.000,0.000,0.114
103039,Sekolah Tinggi Ilmu Administrasi Pagaruyung,2006,5,0.560,0.000,0.000,0.000,0.112
093195,Sekolah Tinggi Ilmu Hukum dan Politik Palu,2007,5,0.296,0.204,0.000,0.000,0.110
013199,STKIP  Asy-Syafi iyah Internasional Medan,2008,5,0.000,0.400,0.032,0.000,0.108
023036,STMIK Tunas Bangsa,2009,5,0.000,0.391,0.016,0.009,0.104
093205,Sekolah Tinggi Ilmu Komputer 22 Januari Kendari,2010,5,0.000,0.401,0.000,0.000,0.100
011055,Universitas Battuta,2011,5,0.000,0.400,0.000,0.000,0.100
061046,Universitas Nasional Karangturi Semarang,2012,5,0.000,0.400,0.000,0.000,0.100
063113,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Muhammadiyah Batang,2013,5,0.000,0.400,0.000,0.000,0.100
063120,Sekolah Tinggi Ilmu Kesehatan Brebes,2014,5,0.000,0.400,0.000,0.000,0.100
073176,STIKES Arrahma Mandiri Indonesia,2015,5,0.000,0.400,0.000,0.000,0.100
073177,Sekolah Tinggi Kewirausahaan Selamat Pagi Indonesia,2016,5,0.000,0.400,0.000,0.000,0.100
083107,STIKES Kusuma Bangsa,2017,5,0.000,0.400,0.000,0.000,0.100
083109,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Surya Kasih,2018,5,0.000,0.400,0.000,0.000,0.100
103156,Sekolah Tinggi Ilmu Kesehatan Har-Kausyar,2019,5,0.000,0.400,0.000,0.000,0.100
123070,Sekolah Tinggi Ilmu Maritim Indonesia Ternate,2020,5,0.000,0.400,0.000,0.000,0.100
143041,Sekolah Tinggi Ilmu Kesehatan Persada Nabire,2021,5,0.000,0.400,0.000,0.000,0.100
093201,STKIP Tomakaka Tiwikrama,2022,5,0.000,0.396,0.000,0.000,0.099
103114,STIE Widyaswara Indonesia,2023,5,0.000,0.395,0.000,0.000,0.099
063117,Sekolah Tinggi Ilmu Kesehatan Panti Wilasa,2024,5,0.000,0.378,0.000,0.000,0.095
082011,Institut  Sains dan Teknologi Nahdlatul Ulama Bali,2025,5,0.000,0.371,0.000,0.000,0.093
103151,STIE Harapan Duri,2026,5,0.000,0.346,0.000,0.000,0.086
091051,Universitas Karya Dharma Makassar,2027,5,0.000,0.319,0.000,0.000,0.080
013194,STIKES Namira Madina,2028,5,0.000,0.284,0.000,0.000,0.071
083035,Sekolah Tinggi Bahasa Asing Mentari Kupang,2029,5,0.311,0.003,0.000,0.000,0.063
043121,STMIK Cilegon,2030,5,0.280,0.000,0.000,0.000,0.056
043127,Sekolah Tinggi Ilmu Ekonomi Fajar,2031,5,0.200,0.035,0.000,0.000,0.049
013187,Sekolah Tinggi Ilmu Ekonomi Profesional Indonesia,2032,5,0.233,0.000,0.000,0.000,0.047
093124,Sekolah Tinggi Teknologi Mekongga,2033,5,0.214,0.000,0.000,0.000,0.043
013201,Sekolah Tinggi Ilmu Kesehatan Indah Medan,2034,5,0.170,0.000,0.030,0.004,0.042
042016,Institut Bisnis Dan Informatika Kesatuan,2035,5,0.000,0.000,0.129,0.000,0.032
103059,STMIK Putera Batam,2036,5,0.147,0.000,0.000,0.000,0.029
083106,Sekolah Tinggi Bisnis Putra Harapan,2037,5,0.000,0.100,0.000,0.000,0.025
093058,STISIP Petta Baringeng Soppeng,2038,5,0.122,0.000,0.000,0.000,0.024
081046,Universitas Bali Internasional,2039,5,0.079,0.000,0.008,0.000,0.018
002012,Institut Seni Budaya Indonesia Tanah Papua,2040,5,0.000,0.000,0.040,0.013,0.014
093059,Sekolah Tinggi Ilmu Ekonomi Dharma Barata Kendari,2041,5,0.000,0.056,0.000,0.000,0.014
093198,STIK Imanuel Indonesia,2042,5,0.000,0.040,0.000,0.000,0.010
093203,Sekolah Tinggi Ilmu Kesehatan Trinita,2043,5,0.000,0.000,0.029,0.000,0.007
093179,Sekolah Tinggi Ilmu Hukum dan HAM,2044,5,0.000,0.021,0.000,0.000,0.005
063108,Sekolah Tinggi Ilmu Kesehatan Uniska,2045,5,0.000,0.015,0.000,0.000,0.004
133051,STIKES Assyifa Aceh,2046,5,0.000,0.015,0.000,0.000,0.004
093057,STKIP PGRI Manado,2047,5,0.000,0.009,0.000,0.000,0.002
093053,Sekolah Tinggi Ilmu Ekonomi Nusantara Makassar,2048,5,0.000,0.004,0.000,0.000,0.001
043198,STMIK Ganesha Bandung,2049,5,0.000,0.002,0.000,0.000,0.001
093079,Sekolah Tinggi Ilmu Ekonomi Swadaya Manado,2050,5,0.000,0.001,0.000,0.000,0.000
023132,sekolah Tinggi Keguruan dan Ilmu Pendidikan Rosalia Lampung,2051,5,0.000,0.000,0.001,0.000,0.000
011041,Universitas Sutomo,2052,5,0.000,0.000,0.000,0.000,0.000
011053,Universitas Audi Indonesia,2053,5,0.000,0.000,0.000,0.000,0.000
011056,Universitas Budi Darma,2054,5,0.000,0.000,0.000,0.000,0.000
022002,Institut Sains dan Bisnis Atma Luhur,2055,5,0.000,0.000,0.000,0.000,0.000
022003,Institut Teknologi dan Bisnis Diniyyah Putri Lampung,2056,5,0.000,0.000,0.000,0.000,0.000
023051,STIKESMAS Widya Dharma Palembang,2057,5,0.000,0.000,0.000,0.000,0.000
023053,Sekolah Tinggi Bahasa Asing Widya Dharma Palembang,2058,5,0.000,0.000,0.000,0.000,0.000
023073,Sekolah Tinggi Ilmu Ekonomi Mitra Lampung,2059,5,0.000,0.000,0.000,0.000,0.000
023094,STMIK Muara Dua,2060,5,0.000,0.000,0.000,0.000,0.000
023129,Sekolah Tinggi Teknologi Bengkulu,2061,5,0.000,0.000,0.000,0.000,0.000
023139,Sekolah Tinggi Ilmu Kesehatan Panca Bhakti,2062,5,0.000,0.000,0.000,0.000,0.000
023140,Sekolah Tinggi Ilmu Kesehatan Sapta Bakti,2063,5,0.000,0.000,0.000,0.000,0.000
031047,Universitas Kejuangan 45 Jakarta,2064,5,0.000,0.000,0.000,0.000,0.000
033092,STKIP Albana,2065,5,0.000,0.000,0.000,0.000,0.000
033218,Sekolah Tinggi Ilmu Ekonomi Darunnajah,2066,5,0.000,0.000,0.000,0.000,0.000
041066,Universitas Halim sanusi,2067,5,0.000,0.000,0.000,0.000,0.000
041076,Universitas Kartamulia Purwakarta,2068,5,0.000,0.000,0.000,0.000,0.000
041078,Universitas Panca Sakti Bekasi,2069,5,0.000,0.000,0.000,0.000,0.000
041079,Universitas Primagraha,2070,5,0.000,0.000,0.000,0.000,0.000
041080,Universitas Muhammadiyah Banten,2071,5,0.000,0.000,0.000,0.000,0.000
042015,Institut Teknologi Tangerang Selatan,2072,5,0.000,0.000,0.000,0.000,0.000
042017,Institut Kesehatan Rajawali,2073,5,0.000,0.000,0.000,0.000,0.000
043072,Sekolah Tinggi Ilmu Bahasa Banten Raya,2074,5,0.000,0.000,0.000,0.000,0.000
043093,Sekolah Tinggi Ilmu Ekonomi YP-Karya,2075,5,0.000,0.000,0.000,0.000,0.000
043113,Sekolah Tinggi Teknologi Jawa Barat,2076,5,0.000,0.000,0.000,0.000,0.000
043192,Sekolah Tinggi Teknologi Informatika Sony Sugema,2077,5,0.000,0.000,0.000,0.000,0.000
043241,Sekolah Tinggi Ilmu Sosial Dan Ilmu Politik Bekasi,2078,5,0.000,0.000,0.000,0.000,0.000
043250,Sekolah Tinggi Ilmu Ekonomi Islamiyah,2079,5,0.000,0.000,0.000,0.000,0.000
043258,Sekolah Tinggi Ilmu Komunikasi Wangsa Jaya,2080,5,0.000,0.000,0.000,0.000,0.000
043363,Sekolah Tinggi  Ilmu Ekonomi JIU,2081,5,0.000,0.000,0.000,0.000,0.000
043365,Sekolah Tinggi Ilmu Kesehatan Bogor Husada,2082,5,0.000,0.000,0.000,0.000,0.000
043366,Sekolah Tinggi Ilmu Kesehatan Khas Kempek,2083,5,0.000,0.000,0.000,0.000,0.000
043367,STISIP Samudera Indonesia Selatan,2084,5,0.000,0.000,0.000,0.000,0.000
043368,Sekolah Tinggi Pendidikan Holistik Berbasis Karekter,2085,5,0.000,0.000,0.000,0.000,0.000
051026,Universitas Mahakarya Asia,2086,5,0.000,0.000,0.000,0.000,0.000
061057,Universitas 'Aisyiyah Surakarta,2087,5,0.000,0.000,0.000,0.000,0.000
061058,Universitas Sains dan Teknologi Komputer,2088,5,0.000,0.000,0.000,0.000,0.000
061059,Universitas Widya Husada Semarang,2089,5,0.000,0.000,0.000,0.000,0.000
062006,Institut Teknologi dan Bisnis Kristen Bukit Pengharapan,2090,5,0.000,0.000,0.000,0.000,0.000
062008,Institut Teknologi Bisnis AAS Indonesia,2091,5,0.000,0.000,0.000,0.000,0.000
063038,Sekolah Tinggi Ilmu Perikanan Kalinyamat,2092,5,0.000,0.000,0.000,0.000,0.000
063103,STT Minyak dan Gas Cilacap,2093,5,0.000,0.000,0.000,0.000,0.000
063111,STIKES Muhammadiyah Tegal,2094,5,0.000,0.000,0.000,0.000,0.000
063118,Sekolah Tinggi Ilmu Kesehatan YLPP Purwokerto,2095,5,0.000,0.000,0.000,0.000,0.000
063122,Sekolah Tinggi Ilmu Farmasi Nusaputera,2096,5,0.000,0.000,0.000,0.000,0.000
071029,Universitas Kristen Cipta Wacana,2097,5,0.000,0.000,0.000,0.000,0.000
072013,Institut Sains Dan Teknologi Palapa,2098,5,0.000,0.000,0.000,0.000,0.000
072021,Institut Sains dan Teknologi Terpadu Surabaya,2099,5,0.000,0.000,0.000,0.000,0.000
072024,Institut Teknologi dan Bisnis Muhammadiyah Banyuwangi,2100,5,0.000,0.000,0.000,0.000,0.000
072025,Institut Teknologi dan Bisnis Nazhatut Thullab Al-Muafa Sampang,2101,5,0.000,0.000,0.000,0.000,0.000
073021,Sekolah Tinggi Ilmu Hukum Sunan Giri,2102,5,0.000,0.000,0.000,0.000,0.000
073060,Sekolah Tinggi Teknik Industri Turen,2103,5,0.000,0.000,0.000,0.000,0.000
073118,Sekolah Tinggi Bahasa Asing Cahaya Surya,2104,5,0.000,0.000,0.000,0.000,0.000
073179,Sekolah Tinggi Ilmu Ekonomi KH. Bahaudin Mudhary Madura,2105,5,0.000,0.000,0.000,0.000,0.000
073182,Sekolah Tinggi Teknologi Muhammadiyah AR Fachruddin,2106,5,0.000,0.000,0.000,0.000,0.000
082013,Institut Pariwisata dan Bisnis Internasional,2107,5,0.000,0.000,0.000,0.000,0.000
083103,Sekolah Tinggi Pariwisata  Soromandi Bima,2108,5,0.000,0.000,0.000,0.000,0.000
083108,Sekolah Tinggi Ilmu Kesehatan Bali Wisnu Dharma Denpasar,2109,5,0.000,0.000,0.000,0.000,0.000
083111,Sekolah Tinggi Pertanian Flores Bajawa,2110,5,0.000,0.000,0.000,0.000,0.000
091064,Universitas Muhammadiyah Sinjai,2111,5,0.000,0.000,0.000,0.000,0.000
093011,Sekolah Tinggi Ilmu Administrasi Al Gazali Soppeng,2112,5,0.000,0.000,0.000,0.000,0.000
093036,Sekolah Tinggi Ilmu Komunikasi Manado,2113,5,0.000,0.000,0.000,0.000,0.000
093041,STKIP Yapim Maros,2114,5,0.000,0.000,0.000,0.000,0.000
093076,Sekolah Tinggi Ilmu Ekonomi Rizky,2115,5,0.000,0.000,0.000,0.000,0.000
093089,Sekolah Tinggi Ilmu Bahasa Asing Bumi Beringin,2116,5,0.000,0.000,0.000,0.000,0.000
093117,STISIP Swadaya,2117,5,0.000,0.000,0.000,0.000,0.000
093127,Sekolah Tinggi Ilmu Pertanian Yapim Maros,2118,5,0.000,0.000,0.000,0.000,0.000
093139,Sekolah Tinggi Ilmu Administrasi Abdul Haris,2119,5,0.000,0.000,0.000,0.000,0.000
093159,STIKES RSU Daya Makassar,2120,5,0.000,0.000,0.000,0.000,0.000
093192,Sekolah Tinggi Ilmu Kesehatan Budi Mulia,2121,5,0.000,0.000,0.000,0.000,0.000
093193,STMIK Hasan Sulur Wonomulyo,2122,5,0.000,0.000,0.000,0.000,0.000
093199,Sekolah Tinggi Ilmu Maritim Makassar,2123,5,0.000,0.000,0.000,0.000,0.000
093209,Sekolah Tinggi Ilmu Ekonomi Ichsan Sidenreng Rappang,2124,5,0.000,0.000,0.000,0.000,0.000
093210,Institut Kesehatan dan Bisnis St. Fatimah Mamuju,2125,5,0.000,0.000,0.000,0.000,0.000
103043,Sekolah Tinggi Ilmu Ekonomi Pagaruyung,2126,5,0.000,0.000,0.000,0.000,0.000
103133,Sekolah Tinggi Ilmu Kesehatan (STIKES) Lenggogeni Padang,2127,5,0.000,0.000,0.000,0.000,0.000
103135,STISIP Bunda Tanah Melayu,2128,5,0.000,0.000,0.000,0.000,0.000
103152,Sekolah Tinggi Teknik Nusantara Mandiri,2129,5,0.000,0.000,0.000,0.000,0.000
111028,Universitas Oso,2130,5,0.000,0.000,0.000,0.000,0.000
113047,Sekolah Tinggi Pertanian Panca Bhakti,2131,5,0.000,0.000,0.000,0.000,0.000
114104,Institut Teknologi Kesehatan dan Sains Wiyata Husada Samarinda,2132,5,0.000,0.000,0.000,0.000,0.000
133029,Sekolah Tinggi Ilmu Kesehatan Langsa,2133,5,0.000,0.000,0.000,0.000,0.000
133049,Sekolah Tinggi Manajemen Informatika dan Komputer Harapan Ibu,2134,5,0.000,0.000,0.000,0.000,0.000
143037,STIE Trinitas Sorong,2135,5,0.000,0.000,0.000,0.000,0.000
143043,Sekolah Tinggi Ilmu Keguruan dan Ilmu Pendidikan Terang Bangsa,2136,5,0.000,0.000,0.000,0.000,0.000
