kode,nama,ranking,klaster,input,proses,output,outcome,total
071032,Universitas Muhammadiyah Jember,323,4,1.415,2.479,0.553,0.585,1.217
071041,Universitas Tulungagung,324,4,1.530,2.483,0.265,0.746,1.216
051018,Universitas Teknologi Yogyakarta,325,4,0.591,2.979,0.549,0.716,1.215
041071,Universitas Raharja,326,4,1.264,2.462,0.815,0.473,1.214
043034,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Pasundan,327,4,1.237,2.879,0.266,0.600,1.214
011002,Universitas HKBP Nommensen,328,4,1.639,2.440,0.590,0.420,1.211
081030,Universitas Teknologi Sumbawa,329,4,1.103,2.181,0.554,1.018,1.210
063087,STIKES  Al Irsyad Al Islamiyyah Cilacap,330,4,1.047,2.392,0.720,0.741,1.210
071020,Universitas Gresik,331,4,1.275,2.120,0.633,0.889,1.210
073045,STKIP PGRI Trenggalek,332,4,1.077,2.608,0.163,1.004,1.209
063008,Sekolah Tinggi Ilmu Ekonomi Dharma Putra Semarang,333,4,2.020,2.465,0.023,0.610,1.209
073145,STIKES Widyagama Husada Malang,334,4,1.091,2.265,0.461,1.014,1.204
051025,Universitas Jenderal Achmad Yani Yogyakarta,335,4,1.041,2.549,0.692,0.608,1.201
031003,Universitas Islam Jakarta,336,4,1.985,2.496,0.259,0.382,1.200
101005,Universitas Tamansiswa,337,4,2.246,2.288,0.299,0.343,1.199
063080,Sekolah Tinggi Maritim Dan Transpor AMNI,338,4,0.700,2.395,0.477,1.131,1.197
061036,Universitas Muhadi Setiabudi,339,4,1.067,2.423,0.309,1.001,1.197
071035,Universitas 17 Agustus 1945 Banyuwangi,340,4,1.161,2.312,0.523,0.851,1.196
021010,Universitas Muhammadiyah Bengkulu,341,4,2.002,2.377,0.346,0.380,1.195
073080,Sekolah Tinggi Ilmu Ekonomi PGRI Dewantara,342,4,0.621,2.675,0.646,0.792,1.192
021005,Universitas Prof Dr Hazairin SH,343,4,2.051,2.738,0.366,0.019,1.192
053019,Sekolah Tinggi Ilmu Administrasi Aan,344,4,1.331,2.735,0.034,0.770,1.189
033064,Sekolah Tinggi Manajemen Labora,345,4,2.150,2.821,0.024,0.159,1.189
011033,Universitas Prima Indonesia,346,4,1.355,2.414,0.437,0.684,1.189
063078,Sekolah Tinggi Ilmu Kesehatan Widya Husada Semarang,347,4,1.002,2.670,0.405,0.726,1.187
031023,Universitas Darma Persada,348,4,0.818,2.591,0.699,0.666,1.186
031020,Universitas Persada Indonesia Yai,349,4,2.031,2.646,0.296,0.142,1.184
053018,Sekolah Tinggi Teknologi Kedirgantaraan,350,4,0.739,2.777,0.511,0.713,1.184
001021,Universitas Pattimura,351,4,1.961,2.257,0.679,0.186,1.182
083052,Sekolah Tinggi Pariwisata Bali Internasional,352,4,1.527,2.429,0.340,0.612,1.182
031056,Universitas Sampoerna,353,4,0.982,1.926,0.606,1.167,1.180
053005,Sekolah Tinggi Ilmu Ekonomi Nusa Megar Kencana,354,4,1.838,2.419,0.107,0.600,1.179
002013,Institut Teknologi Kalimantan,355,4,1.065,2.211,0.482,0.972,1.178
083023,Sekolah Tinggi Filsafat Katolik Ledalero,356,4,2.024,2.520,0.032,0.450,1.178
053034,Sekolah Tinggi Ilmu Manajemen YKPN,357,4,0.579,2.400,0.501,1.117,1.176
021027,Universitas Katolik Musi Charitas,358,4,1.187,2.525,0.612,0.513,1.176
073104,STMIK PPKIA Pradnya Paramita,359,4,1.230,2.137,0.378,0.993,1.173
093080,Sekolah Tinggi Ilmu Kesehatan Makassar,360,4,1.162,2.391,0.313,0.876,1.171
073126,STIKES Bina Sehat PPNI Mojokerto,361,4,1.251,2.406,0.266,0.843,1.171
082009,Institut Teknologi dan Kesehatan Bali,362,4,1.037,2.747,0.636,0.390,1.170
053040,Sekolah Tinggi Ilmu Kesehatan Bethesda Yakkum,363,4,1.085,2.493,0.325,0.826,1.169
091012,Universitas Sintuwu Maroso Poso,364,4,1.344,2.385,0.232,0.819,1.169
032016,Institut Bio Scientia Internasional Indonesia,365,4,1.180,2.639,0.847,0.203,1.168
103014,Sekolah Tinggi Ilmu Administrasi Lppn,366,4,1.048,2.788,0.489,0.463,1.167
101014,Universitas Riau Kepulauan,367,4,1.017,2.462,0.693,0.580,1.166
052001,IKIP PGRI Wates,368,4,2.280,2.102,0.005,0.608,1.165
131001,Universitas Jabal Ghafur,369,4,1.168,2.097,0.547,0.901,1.165
043001,Sekolah Tinggi Hukum Bandung,370,4,2.126,2.571,0.331,0.041,1.163
011005,Universitas Simalungun,371,4,1.692,2.263,0.046,0.823,1.162
111024,Universitas Muhammadiyah Kalimantan Timur,372,4,1.110,2.694,0.546,0.431,1.161
073132,Sekolah Tinggi Ilmu Kesehatan Hang Tuah Surabaya,373,4,1.067,2.442,0.163,0.985,1.160
071081,Universitas KH. A. Wahab Hasbullah,374,4,1.033,2.227,0.762,0.683,1.159
031014,Universitas Prof Dr Moestopo (Beragama),375,4,1.558,2.918,0.316,0.126,1.158
011007,Universitas Darma Agung,376,4,1.609,2.173,0.689,0.397,1.156
033156,Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia,377,4,1.175,2.699,0.228,0.623,1.153
101004,Universitas Mahaputra Muhammad Yamin,378,4,1.644,2.126,0.433,0.612,1.152
091009,Universitas Atma Jaya Makassar,379,4,2.429,2.203,0.257,0.171,1.152
051020,Universitas Respati Yogyakarta,380,4,1.174,2.848,0.219,0.500,1.151
043213,Sekolah Tinggi Ilmu Kesehatan Indramayu,381,4,1.000,2.328,0.444,0.860,1.151
043021,Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun (Inaba),382,4,1.389,2.841,0.471,0.146,1.150
053037,Sekolah Tinggi Pariwisata Ambarrukmo Yogyakarta,383,4,0.824,3.055,0.455,0.359,1.150
093015,Sekolah Tinggi Filsafat Jaffray Makassar,384,4,2.415,2.317,0.270,0.060,1.148
032017,Institut Ilmu Sosial dan Manajemen STIAMI,385,4,1.054,2.588,0.229,0.772,1.147
041022,Universitas Winaya Mukti,386,4,1.938,2.305,0.493,0.198,1.146
072014,Institut Informatika Indonesia Surabaya,387,4,0.323,2.408,0.716,1.000,1.146
111013,Universitas Muhammadiyah Pontianak,388,4,0.877,2.238,0.660,0.807,1.142
013063,STMIK Mikroskil,389,4,1.122,2.375,0.318,0.814,1.142
073076,Sekolah Tinggi Ilmu Ekonomi Nganjuk,390,4,1.000,2.276,0.428,0.882,1.141
083050,STIKES Bina Usada Bali,391,4,1.214,2.693,0.113,0.648,1.139
082003,IKIP Mataram,392,4,0.000,2.893,0.576,0.902,1.138
011012,Universitas Dharmawangsa,393,4,1.223,2.315,0.160,0.914,1.137
011026,Universitas Al-Azhar,394,4,1.346,2.036,0.485,0.793,1.137
093172,Sekolah Tinggi Ilmu Kesehatan Panrita Husada,395,4,1.281,2.375,0.220,0.774,1.137
041046,Universitas Informatika Dan Bisnis Indonesia,396,4,0.680,2.490,0.422,0.910,1.137
071062,Universitas Islam Darul `ulum,397,4,1.355,2.329,0.257,0.731,1.137
002014,Institut Teknologi Sumatera,398,4,1.145,1.846,0.578,1.002,1.135
101021,Universitas Pasir Pengaraian,399,4,1.103,2.285,0.615,0.632,1.135
071017,Universitas Widya Kartika,400,4,1.109,2.082,0.375,0.993,1.134
011049,Universitas Harapan Medan,401,4,1.284,1.925,0.532,0.873,1.133
061014,Universitas Darul Ulum Islamic Centre Sudirman,402,4,2.133,2.577,0.204,0.037,1.133
053023,Sekolah Tinggi Bahasa Asing LIA Yogyakarta,403,4,1.003,2.483,0.349,0.746,1.133
131004,Universitas Muhammadiyah Aceh,404,4,1.238,2.455,0.454,0.509,1.128
091006,Universitas Dayanu Ikhsanuddin,405,4,1.432,2.179,0.410,0.646,1.127
131003,Universitas Abulyatama,406,4,1.294,2.757,0.342,0.307,1.125
043191,Sekolah Tinggi Farmasi Indonesia,407,4,1.110,2.356,0.498,0.626,1.123
061027,Universitas Wahid Hasyim,408,4,0.990,2.363,0.647,0.575,1.123
073123,Sekolah Tinggi Ilmu Kesehatan Majapahit,409,4,1.110,2.367,0.505,0.610,1.123
023009,Sekolah Tinggi Ilmu Ekonomi Pertiba,410,4,2.217,2.273,0.423,0.017,1.123
031017,Universitas 17 Agustus 1945 Jakarta,411,4,0.686,2.144,0.390,1.173,1.122
041029,Universitas Muhammadiyah Cirebon,412,4,1.145,2.659,0.347,0.465,1.120
063093,Sekolah Tinggi Ilmu Ekonomi AAS,413,4,1.273,2.414,0.633,0.341,1.119
111001,Universitas 17 Agustus 1945 Samarinda,414,4,1.465,2.415,0.163,0.600,1.117
111002,Universitas Achmad Yani Banjarmasin,415,4,1.479,2.383,0.498,0.337,1.117
023061,STKIP Muhammadiyah Pagaralam,416,4,0.961,2.591,0.157,0.792,1.117
071069,Universitas Yudharta Pasuruan,417,4,1.321,2.590,0.085,0.609,1.116
082002,IKIP PGRI Bali,418,4,2.109,2.282,0.226,0.222,1.115
043301,Sekolah Tinggi Ilmu Kesehatan Santo Borromeus,419,4,1.140,2.725,0.495,0.272,1.115
043283,STMIK Bina Sarana Global,420,4,1.131,2.598,0.224,0.600,1.112
103123,STMIK Hang Tuah Pekanbaru,421,4,1.267,2.388,0.308,0.600,1.107
103061,Sekolah Tinggi Ilmu Kesehatan Hang Tuah,422,4,1.172,2.742,0.424,0.270,1.107
063013,Sekolah Tinggi Ilmu Ekonomi Bank Bpd Jawa Tengah,423,4,1.624,2.627,0.436,0.053,1.107
113006,STKIP PGRI Banjarmasin,424,4,1.365,2.096,0.573,0.549,1.105
083003,Sekolah Tinggi Ilmu Sosial Politik Wira Bhakti,425,4,1.973,2.102,0.014,0.600,1.104
033129,Sekolah Tinggi Ilmu Kesehatan Indonesia Maju,426,4,1.114,2.791,0.158,0.478,1.103
072011,IKIP PGRI Bojonegoro,427,4,1.460,2.206,0.112,0.772,1.103
091031,Universitas Gorontalo,428,4,1.511,2.205,0.171,0.684,1.102
011006,Universitas Methodist Indonesia,429,4,1.544,2.431,0.637,0.085,1.101
033209,Sekolah Tinggi Ilmu Kesehatan Mitra Keluarga,430,4,1.068,2.236,0.310,0.835,1.101
063028,Sekolah Tinggi Ilmu Ekonomi Pelita Nusantara,431,4,1.000,2.259,0.265,0.899,1.101
031057,Universitas Agung Podomoro,432,4,1.625,1.744,0.799,0.464,1.100
103077,Sekolah Tinggi Ilmu Kesehatan Baiturrahim,433,4,1.097,2.385,0.523,0.511,1.100
073090,Sekolah Tinggi Ilmu Ekonomi KH Ahmad Dahlan,434,4,1.486,2.189,0.519,0.413,1.098
091056,Universitas Megarezky,435,4,1.174,1.946,0.458,0.872,1.098
061052,Universitas Muhammadiyah Pekajangan Pekalongan,436,4,1.069,2.274,0.599,0.548,1.096
023106,STISIPOL Pahlawan 12,437,4,1.000,2.028,0.525,0.861,1.096
083054,STIKES Wira Medika Bali,438,4,1.003,2.739,0.503,0.283,1.096
091018,Universitas Alkhairaat,439,4,1.272,2.071,0.517,0.643,1.095
093064,Sekolah Tinggi Ilmu Ekonomi Amkop Makassar,440,4,1.747,2.162,0.216,0.502,1.094
063072,STIKES Muhammadiyah Klaten,441,4,1.068,2.515,0.597,0.342,1.094
023105,STIKES Muhammadiyah Palembang,442,4,1.050,2.551,0.261,0.604,1.094
001063,Universitas Singaperbangsa Karawang,443,4,1.440,2.276,0.477,0.389,1.093
103096,Sekolah Tinggi Ilmu Kesehatan Payung Negeri,444,4,1.046,2.516,0.290,0.600,1.091
093051,Sekolah Tinggi Ilmu Ekonomi Eben Haezer Manado,445,4,1.164,2.522,0.066,0.695,1.088
011052,Universitas Labuhanbatu,446,4,1.016,2.413,0.173,0.793,1.088
033074,Sekolah Tinggi Ilmu Ekonomi IPWI Jakarta,447,4,1.968,2.371,0.125,0.227,1.086
081040,Universitas Bumigora,448,4,1.152,1.465,0.528,1.189,1.085
081001,Universitas Mahendradatta,449,4,1.445,2.189,0.422,0.477,1.085
023118,STMIK Atma Luhur,450,4,1.049,2.404,0.523,0.477,1.085
091036,Universitas Muhammadiyah Kendari,451,4,0.373,2.449,0.245,1.120,1.084
041011,Universitas Advent Indonesia,452,4,2.114,2.343,0.261,0.033,1.084
073023,Sekolah Tinggi Ilmu Administrasi Malang,453,4,1.192,2.294,0.524,0.465,1.082
071048,Universitas Madura,454,4,1.379,2.272,0.602,0.290,1.081
063009,Sekolah Tinggi Ilmu Pertanian Farming,455,4,2.200,2.083,0.076,0.337,1.081
083043,Sekolah Tinggi Ilmu Ekonomi AMM,456,4,1.341,2.510,0.088,0.543,1.081
093097,STKIP Andi Mattappa,457,4,1.117,1.790,0.511,0.938,1.080
141010,Universitas Pendidikan Muhammadiyah Sorong,458,4,0.591,2.271,0.615,0.801,1.080
021008,Universitas Tridinanti,459,4,1.501,2.263,0.122,0.608,1.079
072002,Institut Teknologi Adhi Tama Surabaya,460,4,1.183,2.535,0.454,0.316,1.079
001053,Universitas Samudra,461,4,1.328,2.134,0.701,0.347,1.079
011004,Universitas Pembangunan Panca Budi,462,4,0.769,2.384,0.477,0.693,1.077
083004,STKIP Agama Hindu Singaraja,463,4,1.974,1.965,0.042,0.601,1.077
061037,Universitas Islam Nahdlatul Ulama Jepara,464,4,0.370,2.835,0.222,0.790,1.075
071065,Universitas Pesantren Tinggi Darul  ulum,465,4,1.207,2.693,0.237,0.331,1.073
021006,Universitas Palembang,466,4,1.741,1.520,0.377,0.835,1.073
091034,Universitas Indonesia Timur,467,4,1.138,1.449,0.468,1.218,1.072
031027,Universitas Respati Indonesia,468,4,1.604,2.692,0.234,0.065,1.072
103118,STIKES Al-Insyirah Pekanbaru,469,4,1.224,2.284,0.428,0.492,1.070
071083,Universitas Kahuripan Kediri,470,4,1.000,2.097,0.300,0.901,1.070
013173,Sekolah Tinggi Manajemen Informatika dan Komputer Royal,471,4,0.943,2.429,0.236,0.712,1.069
031021,Universitas Islam As-syafiiyah,472,4,1.723,2.582,0.046,0.221,1.068
083089,Sekolah Tinggi Ilmu Kesehatan Buleleng,473,4,0.914,2.663,0.303,0.478,1.068
043216,Sekolah Tinggi Ilmu Kesehatan Mahardika Cirebon,474,4,1.060,2.303,0.398,0.600,1.067
071070,Universitas Islam Balitar,475,4,1.097,2.076,0.279,0.861,1.066
001050,Universitas Borneo Tarakan,476,4,1.437,2.485,0.246,0.318,1.065
043337,Sekolah Tinggi Manajemen Logistik Indonesia,477,4,1.168,2.631,0.372,0.270,1.065
113062,STKIP Persada Khatulistiwa,478,4,1.227,2.093,0.356,0.691,1.065
043003,Sekolah Tinggi Hukum Pasundan,479,4,1.280,2.396,0.118,0.600,1.065
023120,STKIP Muhammadiyah Bangka Belitung,480,4,1.112,2.077,0.291,0.830,1.063
063075,Sekolah Tinggi Pariwisata Sahid Surakarta,481,4,1.250,2.463,0.479,0.256,1.062
111008,Universitas Kutai Kartanegara Tenggarong,482,4,1.668,2.040,0.454,0.348,1.062
013074,Sekolah Tinggi Ilmu Ekonomi IBBI,483,4,1.423,2.276,0.102,0.604,1.060
063010,Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia,484,4,0.997,2.534,0.189,0.600,1.060
081008,Universitas Panji Sakti Singaraja,485,4,2.434,2.223,0.045,0.008,1.056
041049,Universitas Serang Raya,486,4,0.943,2.528,0.607,0.277,1.055
103041,Sekolah Tinggi Ilmu Kesehatan Harapan Ibu Jambi,487,4,1.000,2.364,0.206,0.705,1.054
063012,Sekolah Tinggi Ilmu Ekonomi St Pignatelli,488,4,1.904,1.422,0.220,0.869,1.052
033111,Sekolah Tinggi Bahasa Asing LIA,489,4,1.743,2.565,0.058,0.150,1.049
043284,Sekolah Tinggi Ilmu Kesehatan Budhi Luhur Cimahi,490,4,1.330,2.741,0.155,0.196,1.049
011009,Universitas Katolik Santo Thomas,491,4,2.036,2.300,0.231,0.025,1.048
091033,Universitas Ichsan Gorontalo,492,4,0.981,2.378,0.264,0.632,1.046
061044,Universitas Ngudi Waluyo,493,4,1.128,2.732,0.272,0.232,1.046
071013,Universitas Yos Soedarso,494,4,1.278,2.152,0.318,0.565,1.043
071010,Universitas Bhayangkara Surabaya,495,4,1.337,2.174,0.692,0.194,1.042
053024,Sekolah Tinggi Teknologi Adisutjipto,496,4,1.251,2.471,0.371,0.272,1.042
093104,Sekolah Tinggi Ilmu Ekonomi Lamappapoleonro Soppeng,497,4,1.630,2.373,0.130,0.300,1.042
063031,Sekolah Tinggi Ilmu Ekonomi YPPI,498,4,0.963,2.454,0.527,0.346,1.042
103122,STIKES Mitra Bunda Persada,499,4,1.000,1.667,0.496,1.002,1.041
121005,Universitas Muhammadiyah Maluku Utara,500,4,1.202,2.485,0.304,0.344,1.041
073003,Sekolah Tinggi Kesenian Wilwatikta,501,4,1.638,2.283,0.493,0.063,1.041
021002,Universitas Muhammadiyah Lampung,502,4,1.119,2.557,0.418,0.240,1.039
093175,STIKES Muhammadiyah Sidrap,503,4,1.098,2.052,0.319,0.755,1.039
073142,STIKES RS Baptis Kediri,504,4,0.964,2.550,0.464,0.308,1.039
063052,Sekolah Tinggi Teknologi Ronggolawe,505,4,1.374,2.238,0.082,0.610,1.038
133042,STKIP Bina Bangsa Meulaboh,506,4,1.000,2.317,0.272,0.630,1.036
121015,Universitas Halmahera,507,4,1.192,2.149,0.481,0.462,1.035
061034,Universitas Aki,508,4,1.299,2.647,0.382,0.053,1.033
041077,Universitas Adhirajasa Reswara Sanjaya,509,4,1.254,2.150,0.481,0.411,1.032
033117,Sekolah Tinggi Ilmu Kesehatan Sint Carolus,510,4,1.351,2.616,0.387,0.032,1.031
041062,Universitas Buana Perjuangan Karawang,511,4,0.452,1.945,0.887,0.774,1.031
073144,Sekolah Tinggi Ilmu Kesehatan Pemkab Jombang,512,4,1.200,2.300,0.442,0.344,1.029
063084,Sekolah Tinggi Ilmu Ekonomi AKA,513,4,0.896,2.155,0.309,0.779,1.029
081035,Universitas Hamzanwadi,514,4,1.291,2.169,0.497,0.346,1.029
113029,STMIK Pontianak,515,4,1.048,2.403,0.102,0.642,1.029
113054,Sekolah Tinggi Ilmu Pertanian Amuntai,516,4,1.682,2.054,0.324,0.320,1.027
042001,Institut Manajemen Koperasi Indonesia,517,4,1.619,2.129,0.639,0.032,1.025
093157,Sekolah Tinggi Ilmu Kesehatan Stella Maris Makasar,518,4,1.001,2.358,0.219,0.601,1.025
032023,Institut Teknologi dan Bisnis Ahmad Dahlan,519,4,1.435,2.778,0.170,0.002,1.025
073146,Sekolah Tinggi Ilmu Kesehatan Surabaya,520,4,1.197,2.443,0.333,0.300,1.024
072007,IKIP PGRI Jember,521,4,1.192,2.243,0.500,0.327,1.022
013140,STIKES Santa Elisabeth Medan,522,4,1.053,2.378,0.130,0.614,1.022
091020,Universitas Kristen Indonesia Toraja,523,4,0.366,2.253,0.642,0.747,1.021
013165,STIE Mikroskil,524,4,0.677,2.383,0.259,0.751,1.021
043315,Sekolah Tinggi Ilmu Keperawatan PPNI Jawa Barat,525,4,1.088,2.158,0.370,0.569,1.020
023039,Sekolah Tinggi Ilmu Ekonomi Prasetiya Mandiri Lampung,526,4,0.869,2.460,0.129,0.661,1.019
071026,Universitas Katolik Widya Karya,527,4,1.398,2.490,0.366,0.084,1.019
093181,Sekolah Tinggi Ilmu Kesehatan Karya Kesehatan,528,4,1.000,2.041,0.664,0.476,1.019
041040,Universitas Muhammadiyah Sukabumi,529,4,1.219,2.424,0.272,0.328,1.017
103116,STIKES Pekanbaru Medical Center,530,4,1.000,2.293,0.252,0.600,1.016
012001,IKIP Gunung Sitoli,531,4,1.115,2.208,0.237,0.600,1.014
073011,Sekolah Tinggi Ilmu Bahasa Dan Sastra Satya Widya,532,4,2.200,2.298,0.000,0.000,1.014
061015,Universitas Islam Batik,533,4,1.682,2.458,0.231,0.015,1.013
061054,Universitas Amikom Purwokerto,534,4,1.117,2.447,0.568,0.111,1.011
093010,STKIP Muhammadiyah Barru,535,4,1.402,2.351,0.019,0.450,1.008
111006,Universitas Balikpapan,536,4,1.130,2.338,0.243,0.456,1.008
121007,Universitas Iqra Buru,537,4,1.125,1.223,0.644,1.050,1.007
043078,Sekolah Tinggi Pariwisata Ars Internasional,538,4,0.868,2.318,0.513,0.410,1.004
093170,Sekolah Tinggi Ilmu Kesehatan Widya Nusantara Palu,539,4,1.000,2.201,0.126,0.740,1.004
021015,Universitas Baturaja,540,4,1.265,2.300,0.240,0.382,1.003
103071,Sekolah Tinggi Teknologi Pekanbaru,541,4,1.207,2.199,0.477,0.306,1.002
133003,Sekolah Tinggi Ilmu Ekonomi Sabang,542,4,0.697,2.542,0.179,0.605,1.001
053010,STMIK Akakom,543,4,1.262,2.370,0.281,0.287,1.001
001024,Universitas Palangka Raya,544,4,1.716,1.977,0.456,0.164,1.001
053049,Sekolah Tinggi Maritim Yogyakarta,545,4,1.468,2.621,0.143,0.053,1.001
053045,Sekolah Tinggi Ilmu Kesehatan Panti Rapih Yogyakarta,546,4,1.001,2.871,0.155,0.145,1.000
103031,STMIK Amik Riau,547,5,1.118,2.148,0.163,0.660,1.000
063098,STIKES Estu Utomo,548,5,1.122,2.381,0.362,0.296,0.999
113085,STKIP Singkawang,549,5,1.058,2.186,0.392,0.469,0.997
041043,Universitas Majalengka,550,5,1.475,2.494,0.272,0.032,0.996
063039,Sekolah Tinggi Ilmu Ekonomi Rajawali,551,5,1.600,1.600,0.355,0.624,0.996
021035,Universitas Muhammadiyah Kotabumi,552,5,1.485,2.192,0.252,0.294,0.996
071014,Universitas W R Supratman,553,5,1.705,1.724,0.541,0.292,0.995
001056,Universitas Tidar,554,5,1.395,2.275,0.511,0.062,0.994
041047,Universitas Wanita Internasional,555,5,1.176,2.663,0.332,0.035,0.994
031008,Universitas Krisnadwipayana,556,5,1.630,2.533,0.128,0.008,0.994
103038,Sekolah Tinggi Ilmu Ekonomi Bangkinang,557,5,1.950,2.355,0.060,0.000,0.994
023083,Sekolah Tinggi Ilmu Farmasi Bhakti Pertiwi,558,5,1.088,2.253,0.122,0.607,0.994
053004,Sekolah Tinggi Ilmu Ekonomi Widya Wiwaha,559,5,1.446,2.379,0.399,0.032,0.994
073049,STKIP PGRI Bangkalan,560,5,1.118,1.882,0.530,0.551,0.992
001018,Universitas Cenderawasih,561,5,1.035,2.360,0.735,0.034,0.991
011015,Universitas Graha Nusantara,562,5,1.128,2.098,0.342,0.516,0.990
032012,Institut Bisnis Nusantara,563,5,1.356,1.886,0.255,0.607,0.989
103058,Sekolah Tinggi Ilmu Farmasi Riau,564,5,1.247,2.275,0.407,0.225,0.987
101010,Universitas Batam,565,5,1.549,2.324,0.360,0.011,0.984
101009,Universitas Baiturrahmah,566,5,1.234,2.528,0.357,0.054,0.984
113002,STIA Bina Banua Banjarmasin,567,5,2.125,2.236,0.000,0.000,0.984
011014,Universitas Muhammadiyah Tapanuli Selatan,568,5,0.480,2.288,0.634,0.524,0.984
081006,Universitas Tabanan,569,5,1.816,2.371,0.107,0.000,0.983
091017,Universitas Pancasakti,570,5,1.095,2.412,0.299,0.282,0.981
141007,Universitas Victory Sorong,571,5,0.513,2.414,0.280,0.682,0.980
093037,STKIP Pembangunan Indonesia,572,5,1.580,2.081,0.338,0.199,0.980
043019,STKIP Sebelas April,573,5,1.405,2.214,0.403,0.149,0.980
141001,Universitas Muhammadiyah Sorong,574,5,0.827,2.232,0.482,0.454,0.980
103054,STMIK Indonesia Padang,575,5,1.106,2.374,0.531,0.106,0.979
023084,STMIK Global Informatika Mdp,576,5,1.210,2.297,0.456,0.161,0.978
083063,STKIP Suar Bangli,577,5,0.455,2.556,0.273,0.600,0.978
043171,Sekolah Tinggi Ilmu Ekonomi Dewantara,578,5,0.948,2.501,0.380,0.228,0.978
093138,Sekolah Tinggi Ilmu Kesehatan Nani Hasanuddin,579,5,1.437,2.475,0.175,0.090,0.977
071080,Universitas Hasyim Asy'ari Tebuireng Jombang,580,5,1.227,1.789,0.524,0.510,0.977
091032,Universitas Muhammadiyah Buton,581,5,0.857,2.249,0.470,0.418,0.976
043317,Sekolah Tinggi Analis Bakti Asih,582,5,0.692,2.350,0.301,0.584,0.976
082001,IKIP Saraswati,583,5,1.803,2.336,0.118,0.007,0.976
051004,Universitas Proklamasi  45,584,5,1.443,2.306,0.309,0.109,0.975
103076,Sekolah Tinggi Ilmu Kesehatan Alifah Padang,585,5,1.000,2.268,0.111,0.600,0.975
081012,Universitas Islam Al-azhar,586,5,1.207,2.002,0.113,0.680,0.974
103036,Sekolah Tinggi Ilmu Ekonomi Indragiri Rengat,587,5,0.338,2.341,0.530,0.630,0.974
071053,Universitas Katolik Widya Mandala Madiun,588,5,0.470,1.771,0.529,1.015,0.973
041010,Universitas 17 Agustus 1945 Cirebon,589,5,1.447,2.217,0.349,0.140,0.973
121003,Universitas Kristen Indonesia Maluku,590,5,1.630,2.221,0.252,0.095,0.973
032004,Institut Sains Dan Teknologi Nasional,591,5,1.812,2.183,0.153,0.081,0.971
073064,STKIP PGRI Sidoarjo,592,5,1.620,2.290,0.095,0.168,0.970
073072,Sekolah Tinggi Ilmu Komputer PGRI Banyuwangi,593,5,1.107,2.276,0.130,0.489,0.970
032024,Institut Teknologi dan Kesehatan Jakarta,594,5,1.150,2.401,0.396,0.131,0.968
063030,Sekolah Tinggi Ilmu Ekonomi Assholeh,595,5,1.000,2.347,0.000,0.600,0.967
101002,Universitas Muhammadiyah Sumatera Barat,596,5,1.666,2.327,0.188,0.011,0.965
103056,Sekolah Tinggi Ilmu Komputer Dinamika Bangsa,597,5,1.137,2.446,0.099,0.337,0.965
101008,Universitas Batanghari Jambi,598,5,1.918,2.169,0.135,0.016,0.964
073140,STIKES Dian Husada,599,5,1.090,2.242,0.359,0.315,0.963
063051,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Gombong,600,5,1.127,2.332,0.254,0.301,0.962
071023,Universitas Darul  ulum,601,5,1.559,1.973,0.217,0.342,0.962
043185,STMIK IKMI Cirebon,602,5,0.749,2.025,0.417,0.665,0.960
093016,Sekolah Tinggi Ilmu Ekonomi Indonesia Makassar,603,5,1.812,1.669,0.000,0.600,0.960
073143,Sekolah Tinggi Ilmu Kesehatan Maharani,604,5,1.000,2.413,0.178,0.370,0.959
033032,Sekolah Tinggi Ilmu Ekonomi Kusuma Negara,605,5,2.123,1.900,0.217,0.016,0.959
103033,Sekolah Tinggi Farmasi Indonesia Perintis Padang,606,5,1.277,2.332,0.194,0.235,0.958
093107,Sekolah Tinggi Ilmu Hukum Amsir,607,5,0.967,2.290,0.046,0.600,0.958
073162,STIKES Bhakti Husada Mulia,608,5,1.000,2.411,0.118,0.416,0.957
063032,Sekolah Tinggi Ilmu Farmasi Yayasan Pharmasi,609,5,1.264,2.450,0.205,0.129,0.955
063081,Sekolah Tinggi Ilmu Kesehatan Elisabeth Semarang,610,5,1.006,2.467,0.275,0.228,0.955
043097,Sekolah Tinggi Ilmu Ekonomi Kesatuan,611,5,0.757,2.148,0.252,0.678,0.955
143004,Sekolah Tinggi Filsafat Fajar Timur Jayapura,612,5,1.877,2.315,0.000,0.000,0.954
131005,Universitas Serambi Mekkah,613,5,1.328,2.343,0.319,0.076,0.954
041074,Universitas Bina Insani,614,5,1.086,1.600,0.574,0.642,0.953
093083,Sekolah Tinggi Ilmu Administrasi Bina Taruna,615,5,1.249,2.226,0.047,0.451,0.953
033024,Sekolah Tinggi Ilmu Ekonomi YAI,616,5,1.660,2.368,0.115,0.001,0.953
012003,Institut Teknologi Medan,617,5,1.627,1.995,0.325,0.158,0.953
023102,Sekolah Tinggi Teknologi Pagaralam,618,5,1.000,2.372,0.393,0.204,0.953
101018,Universitas Muhammadiyah Riau,619,5,0.814,2.432,0.437,0.241,0.952
081018,Universitas Katolik Widya Mandira Kupang,620,5,1.198,2.267,0.257,0.271,0.952
